#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type, Distance (")
#@string, string, string, string, string, string, string, string, string, string, ra, dec, int, float, float, float, string, float
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type,distance
science,HST,HAP-SVM,WFPC2/PC,HAP,F255W,UV,NGC6864,,hst_10524_08_wfpc2_pc_f255w_u9bm08,301.52,-21.92138888889,3,53814.79254682,2000,53815.1618055,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F555W,Optical,NGC6864,,hst_10524_08_wfpc2_pc_f555w_u9bm08,301.52,-21.92138888889,3,53814.8196287,100,53815.1631944,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6864,,hst_10524_08_wfpc2_pc_total_u9bm08,301.52,-21.92138888889,3,53814.79254682,2100,53815.1631944,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F255W,UV,NGC6864,,hst_10524_09_wfpc2_pc_f255w_u9bm09,301.52,-21.92138888889,3,53814.87935237,900,53815.4347222,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F336W,Optical,NGC6864,,hst_10524_09_wfpc2_pc_f336w_u9bm09,301.52,-21.92138888889,3,53814.85921348,1400,53815.1652777,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6864,,hst_10524_09_wfpc2_pc_total_u9bm09,301.52,-21.92138888889,3,53814.85921348,2300,53815.4347222,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F170W,UV,NGC6864-M75,,hst_11975_32_wfpc2_pc_f170w_ubai32,301.52,-21.92222222222,3,54921.77028444,3700,54922.4715278,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F255W,UV,NGC6864-M75,,hst_11975_32_wfpc2_pc_f255w_ubai32,301.52,-21.92222222222,3,54921.88834,4800,54922.6333333,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F336W,Optical,NGC6864-M75,,hst_11975_32_wfpc2_pc_f336w_ubai32,301.52,-21.92222222222,3,54921.70153444,2200,54922.46875,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F555W,Optical,NGC6864-M75,,hst_11975_32_wfpc2_pc_f555w_ubai32,301.52,-21.92222222222,3,54921.69181077,305,54922.4638889,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6864-M75,,hst_11975_32_wfpc2_pc_total_ubai32,301.52,-21.92222222222,3,54921.69181077,11005,54922.6333333,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F439W,Optical,NGC6864,,hst_8723_43_wfpc2_pc_f439w_u64143,301.52,-21.92138888889,3,52041.1411435,360,52131.4826389,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F555W,Optical,NGC6864,,hst_8723_43_wfpc2_pc_f555w_u64143,301.52,-21.92138888889,3,52041.13767128,47,52131.4791667,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6864,,hst_8723_43_wfpc2_pc_total_u64143,301.52,-21.92138888889,3,52041.13767128,407,52131.4826389,HAP,0
calibration,HST,CALSTIS,STIS/CCD,HST,MIRVIS,Optical,BIAS,,o69j21010,301.5287459453,-21.91908796731,3,52041.1610960301,0,52041.50468743,CAL/STIS,16.0688052582935
