#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type, Distance (")
#@string, string, string, string, string, string, string, string, string, string, ra, dec, int, float, float, float, string, float
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type,distance
science,HST,HAP-SVM,WFC3/UVIS,HAP,F814W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_08_wfc3_uvis_f814w_if6q08,25.58157530402,51.57497189432,3,60330.23281123,100,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_08_wfc3_uvis_total_if6q08,25.58157530402,51.57497189432,3,60330.20111012,4290,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F475W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_09_wfc3_uvis_f475w_if6q09,25.58157530705,51.57497189216,3,60331.18961678,110,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F502N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_09_wfc3_uvis_f502n_if6q09,25.58157530709,51.57497189213,3,60331.20518419,1160,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F656N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_09_wfc3_uvis_f656n_if6q09,25.58157530705,51.57497189216,3,60331.19202419,1940,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F658N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_09_wfc3_uvis_f658n_if6q09,25.58157530712,51.57497189211,3,60331.21372567,980,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F814W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_09_wfc3_uvis_f814w_if6q09,25.58157530715,51.57497189209,3,60331.22131827,100,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_09_wfc3_uvis_total_if6q09,25.58157530715,51.57497189209,3,60331.18961678,4290,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F475W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_10_wfc3_uvis_f475w_if6q10,25.58157530746,51.57497189187,3,60331.32139938,110,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F502N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_10_wfc3_uvis_f502n_if6q10,25.58157530751,51.57497189183,3,60331.33696641,1160,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F656N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_10_wfc3_uvis_f656n_if6q10,25.58157530726,51.57497189201,3,60331.32380678,1940,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F658N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_10_wfc3_uvis_f658n_if6q10,25.58157530733,51.57497189196,3,60331.34550827,980,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F814W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_10_wfc3_uvis_f814w_if6q10,25.58157530756,51.5749718918,3,60331.35310049,100,60424.8333333,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_10_wfc3_uvis_total_if6q10,25.58157530756,51.5749718918,3,60331.32139938,4290,60424.8333333,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F555W,Optical,NGC650-1,,hst_6119_02_wfpc2_pc_f555w_u2sa02,25.5821915251,51.5752143811,3,49934.09880712,240,50301.9243054,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F814W,Optical,NGC650-1,,hst_6119_02_wfpc2_pc_f814w_u2sa02,25.5821915251,51.5752143811,3,49934.08491968,800,50301.917361,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC650-1,,hst_6119_02_wfpc2_pc_total_u2sa02,25.5821915251,51.5752143811,3,49934.08491968,1040,50301.9243054,HAP,0
science,HST,CALWF3,WFC3/UVIS,HST,F814W,Optical,NGC650-1,STAR;PLANETARY NEBULA CENTRAL STAR,ib5718010,25.58191666667,51.57577777778,3,55103.5574742708,200,55103.75167815,SNAP,0
science,HST,CALWF3,WFC3/UVIS,HST,F555W,Optical,NGC650-1,STAR;PLANETARY NEBULA CENTRAL STAR,ib5718020,25.58191666667,51.57577777778,3,55103.5612242708,200,55103.75197907,SNAP,0
science,HST,CALWF3,WFC3/UVIS,HST,F438W,Optical,NGC650-1,STAR;PLANETARY NEBULA CENTRAL STAR,ib5718030,25.58191666667,51.57577777778,3,55103.5651246181,500,55103.75365738,SNAP,0
calibration,HST,CALWF3,WFC3/UVIS,HST,F373N,OPTICAL,DARK-NM,,if5s0n010,25.54335775225,51.57784882752,3,60330.522961956,1800,60331.22503472,CAL/WFC3,0
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q07010,25.54376888445,51.57858118535,3,60330.398806794,110,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F656N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q07020,25.54376888446,51.57858118535,3,60330.4012142014,1940,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q07030,25.5437688845,51.57858118532,3,60330.4143738079,1160,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F658N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q07040,25.54376888453,51.5785811853,3,60330.4229156597,980,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q07050,25.54376888456,51.57858118528,3,60330.4305082986,100,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q08010,25.54850649589,51.58234887913,3,60330.2011101042,110,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F656N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q08020,25.5485064959,51.58234887912,3,60330.2035175116,1940,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q08030,25.54850649594,51.58234887909,3,60330.2166771644,1160,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F658N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q08040,25.54850649597,51.58234887907,3,60330.2252186343,980,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q08050,25.54850649599,51.58234887906,3,60330.2328112269,100,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q09010,25.55324667787,51.58611598243,3,60331.1896167824,110,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F656N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q09020,25.55324667787,51.58611598243,3,60331.1920241898,1940,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q09030,25.55324667792,51.5861159824,3,60331.2051841782,1160,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F658N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q09040,25.55324667794,51.58611598238,3,60331.2137256597,980,60424.8333333,GO/DD,0
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,if6q09050,25.55324667797,51.58611598236,3,60331.221318287,100,60424.8333333,GO/DD,0
science,HST,CALWFPC2,WFPC2/PC,HST,F814W,OPTICAL,NGC650-1,STAR;PLANETARY NEBULA CENTRAL STAR;,u2sa0201t,25.59432099588,51.57934767579,3,49934.0849196759,300,50300.84789339,SNAP,0
science,HST,CALWFPC2,WFPC2/PC,HST,F814W,OPTICAL,NGC650-1,STAR;PLANETARY NEBULA CENTRAL STAR;,u2sa0202t,25.59432099588,51.57934767579,3,49934.0904752315,500,50301.91804387,SNAP,0
science,HST,CALWFPC2,WFPC2/PC,HST,F555W,OPTICAL,NGC650-1,STAR;PLANETARY NEBULA CENTRAL STAR;,u2sa0203t,25.59432099588,51.57934767579,3,49934.0988071412,80,50301.92146977,SNAP,0
science,HST,CALWFPC2,WFPC2/PC,HST,F555W,OPTICAL,NGC650-1,STAR;PLANETARY NEBULA CENTRAL STAR;,u2sa0204t,25.59432099588,51.57934767579,3,49934.1008904745,160,50301.92459475,SNAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F475W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_12_wfc3_uvis_f475w_if6q12,25.58157531038,51.57497188979,3,60332.24395715,110,60424.8333333,HAP,0.686400325186248
science,HST,HAP-SVM,WFC3/UVIS,HAP,F658N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_12_wfc3_uvis_f658n_if6q12,25.58157531046,51.57497188974,3,60332.26806604,980,60424.8333333,HAP,0.686400325186248
science,HST,HAP-SVM,WFC3/UVIS,HAP,F814W,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_12_wfc3_uvis_f814w_if6q12,25.58157531048,51.57497188972,3,60332.27565864,100,60424.8333333,HAP,0.686400325186248
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_12_wfc3_uvis_total_if6q12,25.58157531048,51.57497188972,3,60332.24395715,4290,60424.8333333,HAP,0.709079878918694
science,HST,HAP-SVM,WFC3/UVIS,HAP,F502N,OPTICAL,M-76,EXT-STAR;EMISSION LINE NEBULA;PLANETARY NEBULA CENTRAL STAR,hst_17398_12_wfc3_uvis_f502n_if6q12,25.58157531043,51.57497188976,3,60332.25952419,1160,60424.8333333,HAP,0.70929462109796
