#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type, Distance (")
#@string, string, string, string, string, string, string, string, string, string, ra, dec, int, float, float, float, string, float
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type,distance
science,HST,HAP-SVM,WFPC2/PC,HAP,F814W,Optical,NGC4569,,hst_5375_08_wfpc2_pc_f814w_u2dt08,189.2085,13.16327777778,3,49482.27103513,520,49847.8763888,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC4569,,hst_5375_08_wfpc2_pc_total_u2dt08,189.2085,13.16327777778,3,49482.25853513,1040,49847.8763888,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC4569,,hst_5419_0e_wfpc2_pc_total_u2ex0e,189.2075,13.16291666667,3,49704.94255851,1630,50070.6055555,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F502N,Optical,NGC4569,,hst_6436_03_wfpc2_pc_f502n_u3n103,189.2070833333,13.16277777778,3,50550.55572574,1000,50917.8138888,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F547M,Optical,NGC4569,,hst_6436_03_wfpc2_pc_f547m_u3n103,189.2070833333,13.16277777778,3,50550.57169796,726,50917.8645833,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F656N,Optical,NGC4569,,hst_6436_03_wfpc2_pc_f656n_u3n103,189.2070833333,13.16277777778,3,50550.64114241,800,50917.8374999,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F791W,Optical,NGC4569,,hst_6436_03_wfpc2_pc_f791w_u3n103,189.2070833333,13.16277777778,3,50550.62377985,726,50917.873611,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC4569,,hst_6436_03_wfpc2_pc_total_u3n103,189.2070833333,13.16277777778,3,50550.55572574,3252,50917.873611,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F606W,Optical,NGC4569,,hst_8597_76_wfpc2_pc_f606w_u67n76,189.2075,13.16285833333,3,51949.71959708,560,51950.1604166,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC4569,,hst_8597_76_wfpc2_pc_total_u67n76,189.2075,13.16285833333,3,51949.71959708,560,51950.1604166,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,F250W,UV,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_12_acs_hrc_f250w_j8ff12,189.2081666667,13.16238888889,3,52458.14815662,60,52458.42123839,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,F330W,OPTICAL,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_12_acs_hrc_f330w_j8ff12,189.2081666667,13.16238888889,3,52458.15023995,60,52458.42159724,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,detection,,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_12_acs_hrc_total_j8ff12,189.2081666667,13.16238888889,3,52458.14815662,120,52458.42159724,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,F250W,UV,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_29_acs_hrc_f250w_j8ff29,189.2081666667,13.16238888889,3,52672.60932909,60,52672.83701383,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,F330W,OPTICAL,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_29_acs_hrc_f330w_j8ff29,189.2081666667,13.16238888889,3,52672.61141243,60,52672.83767351,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,detection,,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_29_acs_hrc_total_j8ff29,189.2081666667,13.16238888889,3,52672.60932909,120,52672.83767351,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,F250W,UV,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_46_acs_hrc_f250w_j8ff46,189.2081666667,13.16238888889,3,52729.87062632,60,52730.30060185,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,F330W,OPTICAL,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_46_acs_hrc_f330w_j8ff46,189.2081666667,13.16238888889,3,52729.87270965,60,52730.3009606,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,detection,,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_46_acs_hrc_total_j8ff46,189.2081666667,13.16238888889,3,52729.87062632,120,52730.3009606,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,F250W,UV,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_63_acs_hrc_f250w_j8ff63,189.2081666667,13.16238888889,3,52758.02054716,60,52758.48708337,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,F330W,OPTICAL,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_63_acs_hrc_f330w_j8ff63,189.2081666667,13.16238888889,3,52758.02263049,60,52758.48829866,HAP,0
science,HST,HAP-SVM,ACS/HRC,HAP,detection,,NGC4569,GALAXY;NUCLEUS;LINER,hst_9454_63_acs_hrc_total_j8ff63,189.2081666667,13.16238888889,3,52758.02054716,120,52758.48829866,HAP,0
science,HST,HASP,STIS,HASP,G430L;G750M,UV;OPTICAL,NGC4569,,hst_hasp_8607_stis_ngc4569_o63n,189.207345834,13.162788890123,2,52016.5602546296,5210,54097.1486111,HASP,0
science,HST,HAP-MVM,ACS/HRC,HAP,F250W,UV,NGC4569,GALAXY;NUCLEUS;LINER,hst_skycell-p1636x07y07_acs_hrc_f250w_all,189.2081666667,13.16238888889,3,52458.14815662,240,52758.4868056,,0
science,HST,HAP-MVM,ACS/HRC,HAP,F330W,OPTICAL,NGC4569,GALAXY;NUCLEUS;LINER,hst_skycell-p1636x07y07_acs_hrc_f330w_all,189.2081666667,13.16238888889,3,52458.15023995,240,52758.4881945,,0
science,HST,HAP-MVM,WFC3/UVIS,HAP,F275W,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y07_wfc3_uvis_f275w_all,189.2077083333,13.16333333333,3,58834.80284115,2190,58835.21254629,,0
science,HST,HAP-MVM,WFC3/UVIS,HAP,F336W,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y07_wfc3_uvis_f336w_all,189.2077083333,13.16333333333,3,58834.79662597,1110,58835.18559031,,0
science,HST,HAP-MVM,WFC3/UVIS,HAP,F438W,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y07_wfc3_uvis_f438w_all,189.2077083333,13.16333333333,3,58834.79075782,1050,58835.31866892,,0
science,HST,HAP-MVM,WFC3/UVIS,HAP,F555W,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y07_wfc3_uvis_f555w_all,189.2077083333,13.16333333333,3,58834.81313078,670,58835.16960643,,0
science,HST,HAP-MVM,WFC3/UVIS,HAP,F657N,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y07_wfc3_uvis_f657n_all,189.2077083333,13.16333333333,3,60645.05406116,2212,60297.90912029,,0
science,HST,HAP-MVM,WFC3/UVIS,HAP,F814W,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y07_wfc3_uvis_f814w_all,189.2077083333,13.16333333333,3,58834.78587374,830,58835.09673613,,0
science,HST,CALWF3,WFC3/UVIS,HST,F814W,Optical,NGC-4569,GALAXY;SPIRAL,idxr32030,189.2077083333,13.16333333333,3,58834.7858737269,1093,58835.09673613,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F438W,Optical,NGC-4569,GALAXY;SPIRAL,idxr32040,189.2077083333,13.16333333333,3,58834.7907578356,1050,58835.31866892,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F336W,Optical,NGC-4569,GALAXY;SPIRAL,idxr32050,189.2077083333,13.16333333333,3,58834.7966259606,1110,58835.18559031,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F275W,Optical,NGC-4569,GALAXY;SPIRAL,idxr32060,189.2077083333,13.16333333333,3,58834.802841169,2190,58835.21254629,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F555W,Optical,NGC-4569,GALAXY;SPIRAL,idxr32070,189.2077083333,13.16333333333,3,58834.813130787,670,58835.16960643,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F657N,OPTICAL,NGC-4569,GALAXY;SPIRAL,if8k12010,189.2078344245,13.16302134355,3,60645.0540611458,2212,60645.25107634,GO,0
science,HST,CALACS,ACS/HRC,HST,F250W,UV,NGC4569,GALAXY;NUCLEUS;LINER,j8ff12010,189.2081666667,13.16238888889,3,52458.1481565972,60,52458.42123839,SNAP,0
science,HST,CALACS,ACS/HRC,HST,F330W,Optical,NGC4569,GALAXY;NUCLEUS;LINER,j8ff12020,189.2081666667,13.16238888889,3,52458.1502399306,60,52458.42159724,SNAP,0
science,HST,CALACS,ACS/HRC,HST,F250W,UV,NGC4569,GALAXY;NUCLEUS;LINER,j8ff29010,189.2081666667,13.16238888889,3,52672.6093290857,60,52672.83701383,SNAP,0
science,HST,CALACS,ACS/HRC,HST,F330W,Optical,NGC4569,GALAXY;NUCLEUS;LINER,j8ff29020,189.2081666667,13.16238888889,3,52672.611412419,60,52672.83767351,SNAP,0
science,HST,CALACS,ACS/HRC,HST,F250W,UV,NGC4569,GALAXY;NUCLEUS;LINER,j8ff46010,189.2081666667,13.16238888889,3,52729.8706263079,60,52730.30060185,SNAP,0
science,HST,CALACS,ACS/HRC,HST,F330W,Optical,NGC4569,GALAXY;NUCLEUS;LINER,j8ff46020,189.2081666667,13.16238888889,3,52729.8727096412,60,52730.3009606,SNAP,0
science,HST,CALACS,ACS/HRC,HST,F250W,UV,NGC4569,GALAXY;NUCLEUS;LINER,j8ff63010,189.2081666667,13.16238888889,3,52758.0205471412,60,52758.48708337,SNAP,0
science,HST,CALACS,ACS/HRC,HST,F330W,Optical,NGC4569,GALAXY;NUCLEUS;LINER,j8ff63020,189.2081666667,13.16238888889,3,52758.0226304745,60,52758.48829866,SNAP,0
calibration,HST,CALACS,ACS/HRC,HST,F775W,OPTICAL,BIAS,,j8jcccomq,189.2584149491,13.02786915331,1,52757.9983467245,0,52758.48369219,CAL/ACS,0
science,HST,CALNIC,NICMOS/NIC2,HST,F160W,Infrared,NGC4569,GALAXY;SPIRAL,n3zd0x010,189.2079143478,13.16345682885,3,50640.997677662,384,50821.83119197,SNAP,0
science,HST,CALNIC,NICMOS/NIC3,HST,F187N,Infrared,NGC4569,GALAXY;SPIRAL,n6lf13010,189.2076436274,13.16200931493,3,52664.09172454,639.875976,52674.9349883,SNAP,0
science,HST,CALNIC,NICMOS/NIC3,HST,F190N,Infrared,NGC4569,GALAXY;SPIRAL,n6lf13020,189.2076436274,13.16200931493,3,52664.09381944,767.906982,52674.9349883,SNAP,0
science,HST,CALNIC,NICMOS/NIC3,HST,F160W,Infrared,NGC4569,GALAXY;SPIRAL,n6lf13030,189.2076380298,13.16201578996,3,52664.09631944,95.876,52674.9349883,SNAP,0
science,HST,CALSTIS,STIS/CCD,HST,MIRVIS,Optical,NGC4569,GALAXY;LINER;NUCLEUS,o63n11fyq,189.2073458333,13.16278888889,1,52016.5554019329,10.1,52381.55775454,GO,0
calibration,HST,CALSTIS,STIS/CCD,HST,MIRVIS,Optical,DARK,,o8ih8la1q,189.2081667,13.1623889,2,52672.6617356482,1100,52672.82907395,CAL/STIS,0
calibration,HST,CALSTIS,STIS/CCD,HST,MIRVIS,OPTICAL,DARK,,ofd81jfcq,189.2088453173,13.16263368087,2,60645.0321743866,1100,60645.18547457,CAL/STIS,0
calibration,HST,CALSTIS,STIS/CCD,HST,MIRVIS,OPTICAL,DARK,,ofd81jfdq,189.2088453173,13.16263368087,2,60645.0454151273,60,60645.18554401,CAL/STIS,0
calibration,HST,CALSTIS,STIS/CCD,HST,MIRVIS,OPTICAL,DARK,,ofd81jfeq,189.2088453173,13.16263368087,2,60645.046618831,60,60645.1854167,CAL/STIS,0
calibration,HST,CALSTIS,STIS/CCD,HST,MIRVIS,OPTICAL,DARK,,ofd81kfmq,189.2088453173,13.16263368087,2,60645.0519892014,1100,60645.18548614,CAL/STIS,0
calibration,HST,CALSTIS,STIS/CCD,HST,MIRVIS,OPTICAL,DARK,,ofd81kfnq,189.2088093498,13.16265357543,2,60645.0652299421,60,60645.18554401,CAL/STIS,0
calibration,HST,CALSTIS,STIS/CCD,HST,MIRVIS,OPTICAL,DARK,,ofd81kfoq,189.2088093498,13.16265357543,2,60645.0664336458,60,60645.18542827,CAL/STIS,0
science,HST,CALWFPC2,WFPC2/PC,HST,F555W,OPTICAL,NGC4569,GALAXY;SPIRAL;,u2dt0801t,189.2034090599,13.17032454554,3,49482.2585351505,60,49847.70572901,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F555W,OPTICAL,NGC4569,GALAXY;SPIRAL;,u2dt0802t,189.2034090599,13.17032454554,3,49482.2606199074,230,49847.70952538,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F555W,OPTICAL,NGC4569,GALAXY;SPIRAL;,u2dt0803t,189.2034090599,13.17032454554,3,49482.2654810185,230,49847.71339115,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F814W,OPTICAL,NGC4569,GALAXY;SPIRAL;,u2dt0804t,189.2034090599,13.17032454554,3,49482.2710351505,60,49847.71710641,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F814W,OPTICAL,NGC4569,GALAXY;SPIRAL;,u2dt0805t,189.2034090599,13.17032454554,3,49482.2731199074,230,49847.72079852,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F814W,OPTICAL,NGC4569,GALAXY;SPIRAL;,u2dt0806t,189.2034090599,13.17032454554,3,49482.2779810185,230,49847.87675917,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F218W,UV,NGC4569,GALAXY;SPIRAL;LINER;NUCLEUS;,u2ex0e01t,189.2156850985,13.15964446241,3,49704.9425585301,700,50070.59871516,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F218W,UV,NGC4569,GALAXY;SPIRAL;LINER;NUCLEUS;,u2ex0e02t,189.2156850985,13.15964446241,3,49704.9522807523,700,50070.60211802,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F547M,OPTICAL,NGC4569,GALAXY;SPIRAL;LINER;NUCLEUS;,u2ex0e03t,189.2156850985,13.15964446241,3,49704.962697419,230,50070.60569438,GO,0
calibration,HST,CALWFPC2,WFPC2,HST,FQUVN,Optical,VISFLAT,,u2jp0l01t,189.2156862979,13.15964730838,2,49705.0224181713,1800,49705.60870367,CAL/WFC,0
science,HST,CALWFPC2,WFPC2/PC,HST,F502N,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n10301r,189.2023703508,13.16992142718,3,50550.5557257292,500,50917.81115729,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F502N,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n10302r,189.2023703508,13.16992142718,3,50550.5633646181,500,50917.81403926,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F547M,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n10303r,189.2023703508,13.16992142718,3,50550.5716979514,300,50917.86505783,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F547M,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n10304r,189.2023703508,13.16992142718,3,50550.5772535069,300,50917.84184021,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F547M,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n10305r,189.2023703508,13.16992142718,3,50550.5828076389,60,50917.84195595,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F547M,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n10306r,189.2023703508,13.16992142718,3,50550.5848909722,60,50917.83545132,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F547M,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n10307r,189.2023703508,13.16992142718,3,50550.6216965278,6,50917.83202531,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F791W,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n10308r,189.2023703508,13.16992142718,3,50550.6237798611,6,50917.80760402,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F791W,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n10309r,189.2023703508,13.16992142718,3,50550.62516875,60,50917.81214104,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F791W,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n1030ar,189.2023703508,13.16992142718,3,50550.6272520833,60,50917.8322568,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F791W,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n1030br,189.2023703508,13.16992142718,3,50550.6293368403,300,50917.8090277,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F791W,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n1030cr,189.2023703508,13.16992142718,3,50550.6348923958,300,50917.87415498,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F656N,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n1030dr,189.2023703508,13.16992142718,3,50550.6411423958,400,50917.83762721,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F656N,OPTICAL,NGC4569,GALAXY;SPIRAL,u3n1030er,189.2023703508,13.16992142718,3,50550.6473923958,400,50917.81864567,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F606W,OPTICAL,NGC4569,GALAXY;SPIRAL,u67n7601r,189.2161500377,13.16243128854,3,51949.7195970718,160,51949.9363772,SNAP,0
science,HST,CALWFPC2,WFPC2/PC,HST,F606W,OPTICAL,NGC4569,GALAXY;SPIRAL,u67n7602r,189.2161500377,13.16243128854,3,51949.7223763079,400,51950.16077539,SNAP,0
science,HST,CALWFPC2,WFPC2/PC,HST,F336W,OPTICAL,NGC4569,GALAXY;BULGE,u9zu3301m,189.2085512667,13.17093092898,3,54547.1272838773,1200,54914.58403927,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F336W,OPTICAL,NGC4569,GALAXY;BULGE,u9zu3302m,189.2085512667,13.17093092898,3,54547.1432560995,1200,54914.58417816,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F336W,OPTICAL,NGC4569,GALAXY;BULGE,u9zu3303m,189.2085512667,13.17093092898,3,54547.193950544,1200,54914.58445594,GO,0
science,HST,CALWFPC2,WFPC2/PC,HST,F336W,OPTICAL,NGC4569,GALAXY;BULGE,u9zu3304m,189.2085512667,13.17093092898,3,54547.2099227662,1200,54914.58459482,GO,0
science,HST,CALFOC,FOC/96,HST,CLEAR1;F220W;CLEAR3;CLEAR4,Optical,UGC7786,GALAXY;SPIRAL;,x1ar4v01t,189.2081666667,13.16238888889,2,49168.1579357878,595.75,49533.53466427,SNAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F218W,UV,NGC4569,,hst_5419_0e_wfpc2_pc_f218w_u2ex0e,189.2075,13.16291666667,3,49704.94255851,1400,50070.6020833,HAP,0.296371942736477
science,HST,HAP-SVM,WFPC2/PC,HAP,F547M,Optical,NGC4569,,hst_5419_0e_wfpc2_pc_f547m_u2ex0e,189.2075,13.16291666667,3,49704.9626974,230,50070.6055555,HAP,0.336398168100534
science,HST,CALSTIS,STIS/CCD,HST,G430L,Optical,NGC4569,GALAXY;LINER;NUCLEUS,o63n11010,189.2073458333,13.16278888889,3,52016.560261956,2349,54097.14924767,GO,0.467719235454401
science,HST,CALSTIS,STIS/CCD,HST,G750M,Optical,NGC4569,GALAXY;LINER;NUCLEUS,o63n11020,189.2073458333,13.16278888889,3,52016.620574537,2861,52381.65403932,GO,0.467719235454401
science,HST,CALFOS,FOS/BL,HST,MIRROR,Optical,NGC4569,GALAXY;SPIRAL;LINER;,y3400101t,189.2077195038,13.16243739772,1,50184.4247023958,9,50551.75046296,GO,0.803546533223885
science,HST,CALFOS,FOS/BL,HST,G130H,UV,NGC4569,GALAXY;SPIRAL;LINER;,y3400104t,189.2075416667,13.16272222222,2,50184.4864780093,2369.981445313,50551.7405439,GO,1.1729863283502
science,HST,CALFOS,FOS/BL,HST,G130H,UV,NGC4569,GALAXY;SPIRAL;LINER;,y3400105t,189.2075416667,13.16272222222,2,50184.5528091782,2419.950195313,50551.78274296,GO,1.1729863283502
science,HST,CALFOS,FOS/RD,HST,G190H,UV,NGC4569,GALAXY;SPIRAL;LINER;,y3400106t,189.2075416667,13.16272222222,2,50184.6212922801,1320,50550.79634245,GO,1.21970696660165
science,HST,CALFOS,FOS/RD,HST,G270H,Optical,NGC4569,GALAXY;SPIRAL;LINER;,y3400107t,189.2075416667,13.16272222222,2,50184.6420094097,689.995300293,50550.7982291,GO,1.21970696660165
science,HST,CALFOS,FOS/BL,HST,MIRROR,Optical,NGC4569,GALAXY;SPIRAL;LINER;,y3400103t,189.2075091763,13.16259245852,1,50184.4390185995,200,50551.75116893,GO,2.24934659904536
science,HST,CALFOS,FOS/BL,HST,MIRROR,Optical,NGC4569,GALAXY;SPIRAL;LINER;,y3400102t,189.2072151366,13.16242976517,1,50184.4305006944,60,50551.75043981,GO,2.58320235954745
science,HST,HAP-MVM,ACS/HRC,HAP,F250W,UV,NGC4569,GALAXY;NUCLEUS;LINER,hst_skycell-p1636x07y08_acs_hrc_f250w_all,189.2081666667,13.16238888889,3,52458.14815662,240,52758.4868056,,4.39796809987218
science,HST,HAP-MVM,ACS/HRC,HAP,F330W,OPTICAL,NGC4569,GALAXY;NUCLEUS;LINER,hst_skycell-p1636x07y08_acs_hrc_f330w_all,189.2081666667,13.16238888889,3,52458.15023995,240,52758.4881945,,4.39797567870781
science,HST,HAP-MVM,WFC3/UVIS,HAP,F336W,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y08_wfc3_uvis_f336w_all,189.2077083333,13.16333333333,3,58834.79662597,1110,58835.18559031,,4.39798293179409
science,HST,HAP-MVM,WFC3/UVIS,HAP,F275W,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y08_wfc3_uvis_f275w_all,189.2077083333,13.16333333333,3,58834.80284115,2190,58835.21254629,,4.39798960469558
science,HST,HAP-MVM,WFC3/UVIS,HAP,F438W,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y08_wfc3_uvis_f438w_all,189.2077083333,13.16333333333,3,58834.79075782,1050,58835.31866892,,4.39798960469558
science,HST,HAP-MVM,WFC3/UVIS,HAP,F555W,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y08_wfc3_uvis_f555w_all,189.2077083333,13.16333333333,3,58834.81313078,670,58835.16960643,,4.39798960469558
science,HST,HAP-MVM,WFC3/UVIS,HAP,F814W,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y08_wfc3_uvis_f814w_all,189.2077083333,13.16333333333,3,58834.78587374,830,58835.09673613,,4.39798960469558
science,HST,HAP-MVM,WFC3/UVIS,HAP,F657N,OPTICAL,NGC-4569,GALAXY;SPIRAL,hst_skycell-p1636x07y08_wfc3_uvis_f657n_all,189.2077083333,13.16333333333,3,60645.05406116,2212,60297.90912029,,4.39799173457953
calibration,HST,CALNIC,NICMOS/NIC3,HST,BLANK,,POST-SAA-DARK,,n626q5030,189.216303313,13.16907117732,3,52664.14986111,486.71817,52674.9349883,CAL/NIC,12.0191971250685
