#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type, Distance (")
#@string, string, string, string, string, string, string, string, string, string, ra, dec, int, float, float, float, string, float
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type,distance
science,HST,HAP-SVM,ACS/WFC,HAP,F555W,OPTICAL,MESSIER-080,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_10573_03_acs_wfc_f555w_j9d603,244.2604166667,-22.975,3,53768.30250945,180,54133.56534714,HAP,0
science,HST,HAP-SVM,ACS/WFC,HAP,F814W,OPTICAL,MESSIER-080,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_10573_03_acs_wfc_f814w_j9d603,244.2604166667,-22.975,3,53768.29551871,75,54133.55832167,HAP,0
science,HST,HAP-SVM,ACS/WFC,HAP,detection,,MESSIER-080,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_10573_03_acs_wfc_total_j9d603,244.2604166667,-22.975,3,53768.29551871,675,54133.56540501,HAP,0
science,HST,HAP-SVM,ACS/WFC,HAP,F606W,OPTICAL,NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_10775_16_acs_wfc_f606w_j9l916,244.2604166667,-22.975,3,53834.50898009,1710,53917,HAP,0
science,HST,HAP-SVM,ACS/WFC,HAP,F814W,OPTICAL,NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_10775_16_acs_wfc_f814w_j9l916,244.2604166667,-22.975,3,53834.58102898,1710,53917,HAP,0
science,HST,HAP-SVM,ACS/WFC,HAP,detection,,NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_10775_16_acs_wfc_total_j9l916,244.2604166667,-22.975,3,53834.50898009,3420,53917,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F275W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_18_wfc3_uvis_f275w_ibpd18,244.2604583333,-22.97511111111,3,56087.60909324,1710,56452.76915509,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F336W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_18_wfc3_uvis_f336w_ibpd18,244.2604583333,-22.97511111111,3,56087.63211398,657,56452.76804397,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F438W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_18_wfc3_uvis_f438w_ibpd18,244.2604583333,-22.97511111111,3,56087.5764662,85,56452.69067121,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_18_wfc3_uvis_total_ibpd18,244.2604583333,-22.97511111111,3,56087.60909324,2452,56452.76915509,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F275W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_19_wfc3_uvis_f275w_ibpd19,244.2604583333,-22.97511111111,3,56087.68784324,1710,56452.95634249,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F336W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_19_wfc3_uvis_f336w_ibpd19,244.2604583333,-22.97511111111,3,56087.74690583,657,56452.95528924,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F438W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_19_wfc3_uvis_f438w_ibpd19,244.2604583333,-22.97511111111,3,56087.6850888,85,56452.76885416,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_19_wfc3_uvis_total_ibpd19,244.2604583333,-22.97511111111,3,56087.68784324,2452,56452.95634249,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F275W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_20_wfc3_uvis_f275w_ibpd20,244.2604583333,-22.97511111111,3,56087.82099139,1710,56453.10247691,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F336W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_20_wfc3_uvis_f336w_ibpd20,244.2604583333,-22.97511111111,3,56087.88408176,657,56453.10149306,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F438W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_20_wfc3_uvis_f438w_ibpd20,244.2604583333,-22.97511111111,3,56087.81823694,85,56452.95592577,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_20_wfc3_uvis_total_ibpd20,244.2604583333,-22.97511111111,3,56087.82099139,2452,56453.10247691,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F275W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_21_wfc3_uvis_f275w_ibpd21,244.2604583333,-22.97511111111,3,56088.41144287,1710,56453.52863423,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F336W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_21_wfc3_uvis_f336w_ibpd21,244.2604583333,-22.97511111111,3,56088.43446361,657,56453.52776617,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F438W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_21_wfc3_uvis_f438w_ibpd21,244.2604583333,-22.97511111111,3,56088.40868843,85,56453.52642352,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_21_wfc3_uvis_total_ibpd21,244.2604583333,-22.97511111111,3,56088.41144287,2452,56453.52863423,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F275W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_22_wfc3_uvis_f275w_ibpd22,244.2604583333,-22.97511111111,3,56088.47787806,1710,56453.76981477,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F336W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_22_wfc3_uvis_f336w_ibpd22,244.2604583333,-22.97511111111,3,56088.5008988,657,56453.76905092,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F438W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_22_wfc3_uvis_f438w_ibpd22,244.2604583333,-22.97511111111,3,56088.47512361,85,56453.76806707,HAP,0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_12605_22_wfc3_uvis_total_ibpd22,244.2604583333,-22.97511111111,3,56088.47787806,2452,56453.76981477,HAP,0
science,HST,HAP-SVM,ACS/WFC,HAP,F814W,OPTICAL,NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_16298_16_acs_wfc_f814w_jeaz16,244.2610991667,-22.97445555556,3,59423.22497994,1154.360001,59423.70305547,HAP,0
science,HST,HAP-SVM,ACS/WFC,HAP,detection,,NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_16298_16_acs_wfc_total_jeaz16,244.2610991667,-22.97445555556,3,59423.22497994,1154.360001,59423.70305547,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F336W,Optical,NGC6093-CORE,,hst_5677_01_wfpc2_pc_f336w_u2j101,244.26,-22.97638888889,3,49630.82171937,3600,49996.6576388,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F439W,Optical,NGC6093-CORE,,hst_5677_01_wfpc2_pc_f439w_u2j101,244.26,-22.97638888889,3,49630.83491381,1200,49996.6548611,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6093-CORE,,hst_5677_01_wfpc2_pc_total_u2j101,244.26,-22.97638888889,3,49630.82171937,4800,49996.6576388,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F160BW,UV,NGC6093,,hst_5903_01_wfpc2_pc_f160bw_u2zg01,244.2604166667,-22.975,3,50178.53560834,3600,50543.8354166,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F255W,UV,NGC6093,,hst_5903_01_wfpc2_pc_f255w_u2zg01,244.2604166667,-22.975,3,50178.61824723,1160,50544.5604166,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F336W,Optical,NGC6093,,hst_5903_01_wfpc2_pc_f336w_u2zg01,244.2604166667,-22.975,3,50178.59949723,2400,50544.5854166,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F439W,Optical,NGC6093,,hst_5903_01_wfpc2_pc_f439w_u2zg01,244.2604166667,-22.975,3,50178.56130133,60,50543.7326388,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F555W,Optical,NGC6093,,hst_5903_01_wfpc2_pc_f555w_u2zg01,244.2604166667,-22.975,3,50178.66407911,96,50544.5493054,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6093,,hst_5903_01_wfpc2_pc_total_u2zg01,244.2604166667,-22.975,3,50178.53560834,7316,50544.5854166,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F336W,Optical,NGC6093,,hst_6460_01_wfpc2_pc_f336w_u3mu01,244.2604166667,-22.975,3,50689.182798,2200,51054.3701389,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F656N,Optical,NGC6093,,hst_6460_01_wfpc2_pc_f656n_u3mu01,244.2604166667,-22.975,3,50689.26196467,3900,51054.6520833,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F675W,Optical,NGC6093,,hst_6460_01_wfpc2_pc_f675w_u3mu01,244.2604166667,-22.975,3,50689.24668689,780,51054.3826388,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6093,,hst_6460_01_wfpc2_pc_total_u3mu01,244.2604166667,-22.975,3,50689.182798,6880,51054.6520833,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F336W,Optical,NGC6093,,hst_6460_02_wfpc2_pc_f336w_u3mu02,244.2604166667,-22.975,3,50696.2376599,2200,51061.5479166,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6093,,hst_6460_02_wfpc2_pc_total_u3mu02,244.2604166667,-22.975,3,50696.2376599,2200,51061.5479166,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F336W,Optical,NGC6093,,hst_6460_03_wfpc2_pc_f336w_u3mu03,244.2604166667,-22.975,3,50703.96682656,2200,51069.1597222,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6093,,hst_6460_03_wfpc2_pc_total_u3mu03,244.2604166667,-22.975,3,50703.96682656,2200,51069.1597222,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F336W,Optical,NGC6093,,hst_6460_04_wfpc2_pc_f336w_u3mu04,244.2604166667,-22.975,3,50712.30571547,2200,51077.5194444,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6093,,hst_6460_04_wfpc2_pc_total_u3mu04,244.2604166667,-22.975,3,50712.30571547,2200,51077.5194444,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F336W,Optical,NGC6093,,hst_6460_05_wfpc2_pc_f336w_u3mu05,244.2604166667,-22.975,3,50720.2404376,2200,51086.7861111,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6093,,hst_6460_05_wfpc2_pc_total_u3mu05,244.2604166667,-22.975,3,50720.2404376,2200,51086.7861111,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,F450W,Optical,NGC6093,,hst_8655_03_wfpc2_pc_f450w_u65e03,244.2600416667,-22.97635833333,3,51716.6765609,2200,52082.0666667,HAP,0
science,HST,HAP-SVM,WFPC2/PC,HAP,detection,,NGC6093,,hst_8655_03_wfpc2_pc_total_u65e03,244.2600416667,-22.97635833333,3,51716.6765609,2200,52082.0666667,HAP,0
science,HST,HAP-MVM,ACS/WFC,HAP,F435W,OPTICAL,MESSIER-080,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_skycell-p0853x11y07_acs_wfc_f435w_all,244.2604166667,-22.975,3,53768.30673389,420,54133.56540501,,0
science,HST,HAP-MVM,ACS/WFC,HAP,F555W,OPTICAL,MESSIER-080,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_skycell-p0853x11y07_acs_wfc_f555w_all,244.2604166667,-22.975,3,53768.30250945,180,54133.56534714,,0
science,HST,HAP-MVM,ACS/WFC,HAP,F606W,OPTICAL,NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_skycell-p0853x11y07_acs_wfc_f606w_all,244.2604166667,-22.975,3,53834.50898009,1710,53917,,0
science,HST,HAP-MVM,ACS/WFC,HAP,F814W,OPTICAL,NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_skycell-p0853x11y07_acs_wfc_f814w_all,244.2604166667,-22.975,3,53768.29551871,5634.360001,59423.70305547,,0
science,HST,HAP-MVM,WFC3/UVIS,HAP,F275W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_skycell-p0853x11y07_wfc3_uvis_f275w_all,244.2604583333,-22.97511111111,3,56087.60909324,8550,56453.76981477,,0
science,HST,HAP-MVM,WFC3/UVIS,HAP,F336W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_skycell-p0853x11y07_wfc3_uvis_f336w_all,244.2604583333,-22.97511111111,3,56087.63211398,3285,56453.76905092,,0
science,HST,HAP-MVM,WFC3/UVIS,HAP,F438W,OPTICAL,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,hst_skycell-p0853x11y07_wfc3_uvis_f438w_all,244.2604583333,-22.97511111111,3,56087.5764662,425,56453.76806707,,0
science,HST,CALWF3,WFC3/UVIS,HST,F275W,Optical,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,ibpd18020,244.2563388013,-22.97614438164,3,56087.6090932523,1710,56452.76915509,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F438W,Optical,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,ibpd18veq,244.2563388013,-22.97614438164,3,56087.5764662037,85,56452.69067121,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F336W,Optical,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,ibpd18vmq,244.2553095877,-22.97640251228,3,56087.6321139699,657,56452.76804397,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F275W,Optical,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,ibpd19020,244.2583944995,-22.97562878194,3,56087.6878432523,1710,56452.95634249,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F438W,Optical,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,ibpd19vrq,244.2583944995,-22.97562878194,3,56087.6850888079,85,56452.76885416,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F336W,Optical,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,ibpd19vzq,244.2573652938,-22.97588692585,3,56087.7469058218,657,56452.95528924,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F275W,Optical,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,ibpd20020,244.2604665257,-22.97510905615,3,56087.8209914005,1710,56453.10247691,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F438W,Optical,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,ibpd20w4q,244.2604665257,-22.97510905615,3,56087.818236956,85,56452.95592577,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F336W,Optical,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,ibpd20wcq,244.2594373279,-22.97536721343,3,56087.8840817477,657,56453.10149306,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F275W,Optical,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,ibpd21020,244.2625276265,-22.97459204008,3,56088.4114428588,1710,56453.52863423,GO,0
science,HST,CALWF3,WFC3/UVIS,HST,F275W,Optical,M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,ibpd22020,244.2645887116,-22.97407499735,3,56088.477878044,1710,56453.76981477,GO,0
calibration,HST,CALACS,ACS/HRC,HST,F775W,OPTICAL,BIAS,,j8tlqrirq,244.3887782875,-23.05453072991,1,53259.9460756597,0,53261.71924758,CAL/ACS,0
calibration,HST,CALACS,ACS/HRC,HST,F775W,OPTICAL,DARK,,j8tlsudrq,244.3887782875,-23.05453072991,1,53268.7974760417,953,53268.99754617,CAL/ACS,0
calibration,HST,CALACS,ACS/HRC,HST,F775W,OPTICAL,DARK,,j8tluggkq,244.3887782875,-23.05453072991,1,53274.7953693634,953,53275.08219902,CAL/ACS,0
science,HST,CALACS,ACS/SBC,HST,F165LP,UV,M80,STELLAR CLUSTER;GLOBULAR CLUSTER,j8y501010,244.2604166667,-22.975,3,53259.9667485301,2480,53465.78173611,GO,0
science,HST,CALACS,ACS/SBC,HST,F165LP,UV,M80,STELLAR CLUSTER;GLOBULAR CLUSTER,j8y501020,244.2604166667,-22.975,3,53260.0312277778,2584,53465.78181712,GO,0
science,HST,CALACS,ACS/SBC,HST,F165LP,UV,M80,STELLAR CLUSTER;GLOBULAR CLUSTER,j8y501030,244.2604166667,-22.975,3,53260.0978596412,20672,53465.781875,GO,0
science,HST,CALACS,ACS/SBC,HST,F165LP,UV,M80,STELLAR CLUSTER;GLOBULAR CLUSTER,j8y501040,244.2604166667,-22.975,3,53260.1645033565,28747,53465.78193287,GO,0
science,HST,CALACS,ACS/SBC,HST,F150LP,UV,M80,STELLAR CLUSTER;GLOBULAR CLUSTER,j8y502010,244.2604166667,-22.975,3,53268.827987037,13330,53465.78228004,GO,0
science,HST,CALACS,ACS/SBC,HST,F140LP,UV,M80,STELLAR CLUSTER;GLOBULAR CLUSTER,j8y503010,244.2604166667,-22.975,3,53274.827987037,19840,53465.78233791,GO,0
science,HST,CALACS,ACS/HRC,HST,F250W,UV,M80,STELLAR CLUSTER;GLOBULAR CLUSTER,j8y504010,244.2604166667,-22.975,3,53285.3612952894,2384,53650.5714119,GO,0
calibration,HST,CALACS,ACS/WFC,HST,F435W,OPTICAL,TUNGSTEN,,j9isrfr1q,244.1994581081,-22.88761455439,1,53834.6546978819,1,53834.76491894,CAL/ACS,0
calibration,HST,CALACS,ACS/WFC,HST,F435W,OPTICAL,TUNGSTEN,,j9isrfr3q,244.1994581081,-22.88761455439,1,53834.6628460301,2.1,53834.88758101,CAL/ACS,0
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,j9l916010,244.2624268536,-22.97753996232,3,53834.5089800926,1710,53917,GO,0
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,j9l916020,244.2624268536,-22.97753996232,3,53834.5810289699,1710,53917,GO,0
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,jeaz16010,244.2656569692,-22.97410455535,3,59423.2249799421,1154.360001,59423.70305547,SNAP,0
science,HST,CALWFPC2,WFPC2/PC,HST,F336W,OPTICAL,NGC6093-CORE,STELLAR CLUSTER;GLOBULAR CLUSTER;NUCLEUS;,u2j10101t,244.2507257358,-22.97523855963,3,49630.8217193634,900,49996.64829854,GO/CAR,0
science,HST,CALWFPC2,WFPC2/PC,HST,F439W,OPTICAL,NGC6093-CORE,STELLAR CLUSTER;GLOBULAR CLUSTER;NUCLEUS;,u2j10102t,244.2507257358,-22.97523855963,3,49630.8349138079,300,49996.65163185,GO/CAR,0
science,HST,CALWFPC2,WFPC2/PC,HST,F439W,OPTICAL,NGC6093-CORE,STELLAR CLUSTER;GLOBULAR CLUSTER;NUCLEUS;,u2j10103t,244.2507257358,-22.97523855963,3,49630.8404693634,300,49996.65488424,GO/CAR,0
science,HST,CALWFPC2,WFPC2/PC,HST,F336W,OPTICAL,NGC6093-CORE,STELLAR CLUSTER;GLOBULAR CLUSTER;NUCLEUS;,u2j10104t,244.2507257358,-22.97523855963,3,49630.8786638079,900,49996.6578587,GO/CAR,0
science,HST,CALWFPC2,WFPC2/PC,HST,F336W,OPTICAL,NGC6093-CORE,STELLAR CLUSTER;GLOBULAR CLUSTER;NUCLEUS;,u2j10105t,244.2507257358,-22.97523855963,3,49630.8911638079,900,49996.58811332,GO/CAR,0
science,HST,CALWFPC2,WFPC2/PC,HST,F336W,OPTICAL,NGC6093-CORE,STELLAR CLUSTER;GLOBULAR CLUSTER;NUCLEUS;,u2j10106t,244.2507257358,-22.97523855963,3,49630.9453304745,900,49996.59135404,GO/CAR,0
science,HST,CALWFPC2,WFPC2/PC,HST,F439W,OPTICAL,NGC6093-CORE,STELLAR CLUSTER;GLOBULAR CLUSTER;NUCLEUS;,u2j10107t,244.2507257358,-22.97523855963,3,49630.958524919,300,49996.5947569,GO/CAR,0
science,HST,CALWFPC2,WFPC2/PC,HST,F439W,OPTICAL,NGC6093-CORE,STELLAR CLUSTER;GLOBULAR CLUSTER;NUCLEUS;,u2j10108t,244.2507257358,-22.97523855963,3,49630.9640804745,300,49996.5981365,GO/CAR,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F375N,Optical,EARTH-CALIB,,u2xk4c01t,244.2696645591,-22.97618837642,2,50178.5689402431,14,50178.68315963,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F375N,Optical,EARTH-CALIB,,u2xk4c02t,244.2696645591,-22.97618837642,2,50178.5703291319,14,50178.68706002,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F502N,Optical,EARTH-CALIB,,u2xk4c03t,244.2696645591,-22.97618837642,2,50178.5724124653,1.2,50178.69038186,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F502N,Optical,EARTH-CALIB,,u2xk4c04t,244.2696645591,-22.97618837642,2,50178.5738013542,1.2,50178.73298602,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F656N,Optical,EARTH-CALIB,,u2xk4c05t,244.2696645591,-22.97618837642,2,50178.5758846875,0.35,50178.72369201,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F656N,Optical,EARTH-CALIB,,u2xk4c06t,244.2696645591,-22.97618837642,2,50178.5772735764,0.35,50178.73298602,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F953N,Optical,EARTH-CALIB,,u2xk4c07t,244.2696645591,-22.97618837642,2,50178.5793569097,3,50178.85050915,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F953N,Optical,EARTH-CALIB,,u2xk4c08t,244.2696645591,-22.97618837642,2,50178.5807457986,3,50178.73464112,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F375N,Optical,EARTH-CALIB,,u2xk4d01t,244.2696645591,-22.97618837642,2,50178.6356069097,14,50178.73809017,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F375N,Optical,EARTH-CALIB,,u2xk4d02t,244.2696645591,-22.97618837642,2,50178.6369957986,14,50178.72965271,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F502N,Optical,EARTH-CALIB,,u2xk4d03t,244.2696645591,-22.97618837642,2,50178.6390791319,1.2,50178.74337957,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F502N,Optical,EARTH-CALIB,,u2xk4d04t,244.2696645591,-22.97618837642,2,50178.6404680208,1.2,50178.7440624,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F656N,Optical,EARTH-CALIB,,u2xk4d05t,244.2696645591,-22.97618837642,2,50178.6425513542,0.35,50178.74509254,CAL/WFC,0
calibration,HST,CALWFPC2,WFPC2/WFC,HST,F656N,Optical,EARTH-CALIB,,u2xk4d06t,244.2696645591,-22.97618837642,2,50178.6439402431,0.35,50178.84356475,CAL/WFC,0
