target_name,target_classification,s_ra,s_dec,calib_level,t_min,t_exptime
HI-LATITUDE-FIELD,STAR,244.3059072995,-23.04530108623,2,51716.6755060532,200.0
M80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53259.96674853,10232.0
M80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53259.96674853,10232.0
M80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53268.82798704,2480.0
M80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53268.82798704,2480.0
M80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53274.82798704,2480.0
M80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53274.82798704,2480.0
M80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53285.36129529,2384.0
M80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53285.36129529,2384.0
MESSIER-080,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53768.30673389,420.0
MESSIER-080,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53768.30250945,180.0
MESSIER-080,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53768.29551871,75.0
MESSIER-080,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53768.29551871,675.0
NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53834.50898009,1710.0
NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53834.58102898,1710.0
NGC6093,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604166667,-22.975,3,53834.50898009,3420.0
M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604583333,-22.97511111111,3,56087.60909324,1710.0
M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604583333,-22.97511111111,3,56087.63211398,657.0
M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604583333,-22.97511111111,3,56087.5764662,85.0
M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604583333,-22.97511111111,3,56087.60909324,2452.0
M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604583333,-22.97511111111,3,56087.68784324,1710.0
M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604583333,-22.97511111111,3,56087.74690583,657.0
M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604583333,-22.97511111111,3,56087.6850888,85.0
M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604583333,-22.97511111111,3,56087.68784324,2452.0
M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604583333,-22.97511111111,3,56087.82099139,1710.0
M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604583333,-22.97511111111,3,56087.88408176,657.0
M-80,STELLAR CLUSTER;GLOBULAR CLUSTER,244.2604583333,-22.97511111111,3,56087.81823694,85.0
