target_name,target_classification,s_ra,s_dec,calib_level,t_min,t_exptime
NGC1904,STELLAR CLUSTER;,81.05322445973,-24.52661573162,3,50004.1175570949,7.0
NGC1904,STELLAR CLUSTER;,81.05322445973,-24.52661573162,3,50004.1189459838,40.0
NGC1904,STELLAR CLUSTER;,81.05322445973,-24.52661573162,3,50004.1210293171,40.0
NGC1904,STELLAR CLUSTER;,81.05322445973,-24.52661573162,3,50004.122418206,160.0
NGC1904,STELLAR CLUSTER;,81.05322445973,-24.52661573162,3,50004.1251959838,160.0
NGC1904,STELLAR CLUSTER;,81.05322445973,-24.52661573162,3,50004.1286696759,500.0
NGC1904,STELLAR CLUSTER;,81.05322445973,-24.52661573162,3,50004.1363085648,1000.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03577082022,-24.52093310058,3,50556.1154466088,100.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03577082022,-24.52093310058,3,50556.1182243866,100.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03577082022,-24.52093310058,3,50556.1210021643,100.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03557845831,-24.52084399884,3,50556.1265577199,3.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03557845831,-24.52084399884,3,50556.1279465625,3.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03557845831,-24.52084399884,3,50556.1314202546,1100.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03567463923,-24.52088854974,3,50556.1779480324,1100.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03577082022,-24.52093310058,3,50556.1946146991,1100.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03567463923,-24.52088854974,3,50556.2453091435,1100.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03567463923,-24.52088854974,3,50556.2605869213,1100.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03567463923,-24.52088854974,3,50556.314753588,1100.0
NGC1904,"STELLAR CLUSTER, GLOBULAR CLUSTER",81.03567463923,-24.52088854974,3,50556.3300313657,1100.0
NGC1904-F1179,STAR;SDO;POST-AGB STAR,81.04946666667,-24.53863055556,3,51222.449431794,2076.8
NGC1904-F1179,STAR;SDO;POST-AGB STAR,81.04946666667,-24.53863055556,3,51222.524871794,1200.0
NGC1904-F1179,STAR;SDO;POST-AGB STAR,81.04946666667,-24.53863055556,3,51222.507684375,1116.0
NGC1904-F1179-OFFSET,STAR,81.04939583333,-24.53946111111,1,51222.4419554745,8.1
NGC1904-F1179,STAR;SDO;POST-AGB STAR,81.04946666667,-24.53863055556,1,51222.4470292014,9.0
NGC1904-F1179,EXT-STAR;POST-AGB STAR,81.05075,-24.53922222222,3,56110.8622959838,3292.608
NGC1904-F1179,EXT-STAR;POST-AGB STAR,81.05075,-24.53922222222,3,56110.9359767361,4387.52
NGC1904-F1179,EXT-STAR;POST-AGB STAR,81.05075,-24.53922222222,1,56110.8524012384,396.0
NGC1904-F1179,EXT-STAR;POST-AGB STAR,81.05075,-24.53922222222,1,56110.8575568287,115.0
NGC1904-F1179,EXT-STAR;POST-AGB STAR,81.05075,-24.53922222222,1,56110.8608093403,2.0
ANY,UNIDENTIFIED;PARALLEL FIELD,80.96068555002,-24.50849029353,3,51222.4487652778,1000.0
ANY,UNIDENTIFIED;PARALLEL FIELD,80.96068555002,-24.50849029353,3,51222.4619597569,900.0
ANY,UNIDENTIFIED;PARALLEL FIELD,80.96068555002,-24.50849029353,3,51222.5105708333,1000.0
ANY,UNIDENTIFIED;PARALLEL FIELD,80.96068555002,-24.50849029353,3,51222.5237653125,1100.0
